sku_name,sales_2021,sales_2022,sales_difference
phub_Light Blue  by Dolce & Gabbana 100ml EDT,1,0,-1
phub_One Million  by Paco Rabanne 100ml  EDT ,1,0,-1
phub_Pure Pioson  by Christian Dior 100ml EDP,1,0,-1
plk_PD/ 988 790 _61,1,0,-1
pny_OU3 -32GB,1,0,-1
progressive_9780857809940,1,0,-1
progressive_9781445420028,1,0,-1
progressive_9781445457970,1,0,-1
rebelz_Joy Joy 6 Subjects Notebook,1,0,-1
rebelz_Rainbow 4 Subjects Notebook ,1,0,-1
rebelz_Rainbow 6 Subjects Notebook ,1,0,-1
redspot_9789696230090,1,0,-1
redspot_9789696230182,1,0,-1
redspot_9789696230212,1,0,-1
redspot_9789696230243,1,0,-1
redspot_9789810517359,1,0,-1
redspot_9789810517397,1,0,-1
regal_0635-C-Fawn Multicolour -10,1,0,-1
renna_DC-BBP-GR,1,0,-1
rhythm_C1303L-02,1,0,-1
rhythm_G1107S-02,1,0,-1
rhythm_G1107S-03,1,0,-1
rhythm_G1201S-05,1,0,-1
rhythm_S1411S-03,1,0,-1
rhythmf_I1203S-02,1,0,-1
rs_Rehmat-e-Shereen Mix Halwa 2000gm,1,0,-1
rub_Rubian_Ultra-Slim Bluetooth Keyboard,1,0,-1
rub_Rubian_VR-Box With Remote,1,0,-1
rute2_2821,1,0,-1
rute2_3450,1,0,-1
rute2_3671,1,0,-1
rute2_6060,1,0,-1
rute2_Coenzyme Q-10 ,1,0,-1
s_tv_KDL-43W800C,1,0,-1
s_tv_KDL-48R562C,1,0,-1
s_tv_KDL-50W800C,1,0,-1
s_tv_KDL-60W600B,1,0,-1
samsungGALAXY J3 LTE DS QC,1,0,-1
samsungGALAXY J710F-2016 DS LTE,1,0,-1
samsung_ EO-EG920BW_76,1,0,-1
samsung_370,1,0,-1
samsung_40J5100,1,0,-1
"samsung_SUHD TVÃ‚Â  KS 8000 60""",1,0,-1
sanasafinaz_march16_11B-Nationwide Delivery,1,0,-1
sanasafinaz_march16_12A-Nationwide Delivery,1,0,-1
sanasafinaz_march16_12B-Nationwide Delivery,1,0,-1
sanasafinaz_march16_13A-Nationwide Delivery,1,0,-1
sanasafinaz_march16_1B-Nationwide Delivery,1,0,-1
sanasafinaz_march16_3A-Nationwide Delivery,1,0,-1
sanasafinaz_march16_4A-Nationwide Delivery,1,0,-1
sanasafinaz_march16_6B-Nationwide Delivery,1,0,-1
sanasafinaz_march16_7A-Nationwide Delivery,1,0,-1
sanasafinaz_march16_8A-Nationwide Delivery,1,0,-1
sanasafinaz_march16_8B-Nationwide Delivery,1,0,-1
sanasafinaz_march16_9B-Nationwide Delivery,1,0,-1
sapil_Sapil Nice Feelings Blue Men 75ML,1,0,-1
scent_CALVIN KLEIN FRESH 75ML,1,0,-1
sentiment_WCK04-A-,1,0,-1
shubinak_SWS14-JAK-1020-M/L,1,0,-1
shubinak_SWW-F14-017-L - 38,1,0,-1
shubinak_SWWF14-Kurta-011-M - 36,1,0,-1
sinbo_3467,1,0,-1
sinbo_4615,1,0,-1
sinbo_7052,1,0,-1
snap_Snap Home-care Kit,2,1,-1
sony_CMT-S20,1,0,-1
sony_DSLR-ILCE-6000L,1,0,-1
sony_DVP-SR370,1,0,-1
sputnik_4766/2-8,1,0,-1
sputnik_510/2-8,1,0,-1
sputnik_5505/14 25T-8,1,0,-1
sputnik_8073/14-11,1,0,-1
sst_Chakito-Regular fit-Medium,1,0,-1
sstop_etable,1,0,-1
sstop_iflashotg3in1,1,0,-1
ssw_WC-06 -Regular Fit Small,1,0,-1
ssw_WC-08-Regular Fit Large,1,0,-1
starlet_A208-18J-Black-44,1,0,-1
starlet_ST 16004-Khaki-44,1,0,-1
stinnos_1500,1,0,-1
stinnos_1549,1,0,-1
stinnos_568,1,0,-1
stinnos_670,1,0,-1
stinnos_742,1,0,-1
stinnos_776,4,3,-1
stinnos_901,1,0,-1
stinnos_A024-Anger,1,0,-1
stinnos_A040,1,0,-1
stinnos_A104,1,0,-1
stinnos_A115,1,0,-1
stinnos_A118,1,0,-1
stinnos_A122,1,0,-1
stinnos_A127,1,0,-1
stinnos_A134,1,0,-1
stinnos_A143,2,1,-1
stinnos_DressingSet1,1,0,-1
stinnos_EidDeal3,1,0,-1
stinnos_Winfun0804,1,0,-1
stinnos_WoodAlpha,1,0,-1
stoner_95160,1,0,-1
stripyinterior_100006,1,0,-1
stripyinterior_90002,1,0,-1
stripyinterior_90003,1,0,-1
swi_CP3360,1,0,-1
tcl_ 24 inch D2720 HD Ready LED TV,1,0,-1
texi tech_LCD Wall mount KIT 422840,1,0,-1
texi tech_Tool Kit 400077,1,0,-1
timex_T25771,1,0,-1
timex_T2P043,1,0,-1
timex_T2P045,1,0,-1
timex_T2P103,1,0,-1
timex_T2P232,1,0,-1
timex_T2P521,1,0,-1
timex_T49867,1,0,-1
timex_T49963,1,0,-1
timex_T49988,1,0,-1
timex_T5K560,1,0,-1
tmx_wtch_ T2N720_12,1,0,-1
tmx_wtch_T28201,1,0,-1
trzw_FRC-16-001-Fawn/Teal Blue-M,1,0,-1
tucano_IPD7AN-BK,1,0,-1
unze_GS5608 -Beige-9,1,0,-1
unze_GS5611 -Black-9,1,0,-1
unze_GS5628 -Black-10,1,0,-1
unze_GS5632 -Brown-6,1,0,-1
unze_GS5639 -Coffee-8,1,0,-1
unze_GS5640 -Black-9,1,0,-1
unze_GS5647 -Black-9,1,0,-1
vers_Elmore Skincare Basket,1,0,-1
vitamin_265 ,1,0,-1
vitamin_Dark Circles,1,0,-1
vitamin_Super Yohimbe 1000,1,0,-1
vitamin_Ultra Gainer,1,0,-1
vitamin_Ultra Whey Protein,1,0,-1
vitamin_Vita Fertility Men,1,0,-1
vitamin_Vita Growth,2,1,-1
vitamin_Vita Zinc,1,0,-1
ww_WAK-1-Orgional Wood Colour,1,0,-1
xenium_PC-201656,1,0,-1
zubairco_003577,1,0,-1
zubairco_37455_scissor,1,0,-1
zubairco_3d_bug,1,0,-1
zubairco_JOJI 2010 Pink,1,0,-1
zubairco_Schneider Xpress Pointersschneider xpress Pink,1,0,-1
zuni16_315-A,1,0,-1
zuni16_319-A,1,0,-1
AJ-bedsheet_AJB-003,1,1,0
Aladdin_Pair of Gold Star Rubber Coated Metal Dumbells - 5KG - S,1,1,0
Apple IMac 27-Inch 3.2GHz quad-core Intel Core i5,1,1,0
Audionic_ B-800,1,1,0
BO_rack-d-6x3,1,1,0
Baklawa_Baklava Almond Chocolate-1Kg,1,1,0
Baklawa_Baklava Mix-1Kg,1,1,0
Baklawa_Dhoda-1Kg,2,2,0
Baklawa_Mabroom Chocolate Cashew-1Kg,1,1,0
Bparcel_85W-SAFE1,1,1,0
Changhong Ruba 40 Inches D4000i Smart LED,5,5,0
Dawlance_9188 MDS,1,1,0
Edukaan_201560,1,1,0
Eglo_13359,1,1,0
FHM_ECLIPSE,3,3,0
Fidato Ankle High Boot 309-872-42,1,1,0
HOS-m_CKOM100,1,1,0
HOS_ELPIW100,1,1,0
HOS_GVYVIW75,1,1,0
HP_Laser P1102w Black,1,1,0
HP_Officejet 2540 Wireless (3-in-1,1,1,0
Haier_HWM 80-000,1,1,0
JBS_WEN-062,1,1,0
JBS_hcd-HON-020,1,1,0
Lacie_9000146,1,1,0
Liberty_9789384898991,1,1,0
Life source_YD-23,1,1,0
MACBOOK AIR 11INCH,3,3,0
MEGUIAR_A1214,1,1,0
MEGUIAR_G1001EU,1,1,0
MORG_GCS 22,1,1,0
Omega_Omega_17Pcs Non-Stick Cookware Set,2,2,0
Paramount_9780007155668,2,2,0
Paramount_9781107636828,1,1,0
Paramount_9781107638457,1,1,0
Paramount_9789696370666,1,1,0
RAJESH_RAJ183,1,1,0
RBC_9789694070872,1,1,0
RBC_Glimpses of Quaid-e-Azam,1,1,0
Rajesh_RAJ017,1,1,0
Rajesh_RAJ53,1,1,0
ReadersHeaven_9781849040495,1,1,0
Relaxer_LSP 01 A-Green,1,1,0
Relaxsit_RS-62,1,1,0
Ricoh_Projector PJ S2240,1,1,0
SCIFI_SC5811HSF-High School Musical ,2,2,0
SCIFI_SC6803HP-Hannah Montana,2,2,0
SNU_Es16e2-09,1,1,0
Samsung_S7 Edge-Black,3,3,0
Sigma_83430,1,1,0
Sony_DZ 950,2,2,0
TBG_TBG-S-V-016,1,1,0
Timex_TW2P61600,1,1,0
Turk & Fillmore_Super Natural I-brown-43,1,1,0
Turk & Fillmore_Super Natural I-brown-44,1,1,0
Turk & Fillmore_Super Natural II-44,1,1,0
VPN_VPN 600,1,1,0
Zia_363,1,1,0
Zia_ST8,1,1,0
audionic6-954217-561370,1,1,0
aw_Super Concentrated Fuel Injector (Black,2,2,0
babyw_1837,1,1,0
babyw_CH-11,2,2,0
delsey_Delsey Tuileries 2,1,1,0
electro_Humidifier,1,1,0
emart_0-47,1,1,0
emart_0-76,1,1,0
fitn_748927052237,1,1,0
fitn_834266001583,1,1,0
iphone-7-32gb-wof-Gold,1,1,0
jackpot_JP-7991,1,1,0
lamp_Lamp Shade Umbrella3S,1,1,0
lenovo_20DF000GUE,1,1,0
liberty_9780857531995,1,1,0
madela_HARMONY BREASTPUMP,1,1,0
redspot_9810477198,1,1,0
rhythm_G1105S-03,1,1,0
sapil_Sapil Passion Men 100ML,1,1,0
test-product-00,6,6,0
timex_T20501,1,1,0
tmx_wtch_T2N533,1,1,0
tucano_BLABK-B,1,1,0
4U_Service-KA 008,0,1,1
A4-Tech_7200N,0,1,1
A4-Tech_Keyboard-Mouse-Wireless-3100N,0,1,1
AJ-bedsheet_AJB-002,0,1,1
AKL_A01136167-AW-05-Maroon,0,1,1
AKL_A131135302-FW-11-Yellow,0,1,1
AKL_A131137868-SS-06-17,0,1,1
AKL_A132138255_GFSU1344-M,0,1,1
AL Khair_Baby Oil 50ml,0,1,1
ALK_FC-13-17-A131140054,0,1,1
AMT_AMT-6487,0,1,1
AT-Army-Dress-24,0,1,1
AT-FSM-35,0,1,1
AT-Frozen-Frock-XL,0,1,1
AT-early education wood card abc,0,1,1
AYS_32B8500,0,1,1
AYS_40U558,0,1,1
AYS_50U560,0,1,1
AYS_A-C -8-LNA,0,1,1
AYS_Gree-12cith2,0,1,1
AYS_Haier-18HNF,0,1,1
AYS_PEL-PINVC-18K-Invert-O-Cool,0,1,1
AYS_PEL-PRGD-130-Glass-Door-250,0,1,1
AYS_Split-Haier-12LNA,0,1,1
AYS_Split-Haier-18LNF,0,1,1
AYS_Split-Orient-19k7,0,1,1
AZD_HSU-12-HNB-DC-INVERTER-1-TON,0,1,1
Adata_Adata SSD-120 GB,0,1,1
Adata_Adata SSD-960GB,0,1,1
Ahan_wod0524,0,1,1
Al-Bakio_1B251,0,1,1
Al-Bakio_1B257,0,1,1
AlMuhafizMultaniSohanHalwa_Pista_2kg,0,1,1
Aladdin_12-Walker-W2607,0,1,1
Aladdin_75-Baby-Sports-Car-HD3667,0,1,1
Aladdin_Chrome Dumbbells Silver - 5kg,0,1,1
Aladdin_Non-Slip Yoga Mat - Blue,0,1,1
Aladdin_UMR_CM_1091,0,1,1
Aladdin_UMR_CM_1094,0,1,1
Aladdin_UMR_CM_1099,0,1,1
Alerashine_sku-09-XL,0,1,1
AmanJee_PB011,0,1,1
AmanJee_PB012,0,1,1
AmanJee_PB018,0,1,1
Arino_A-010-Tan-40,0,1,1
Arino_AF-008-42,0,1,1
Arino_BD-061-Brown-45,0,1,1
Arino_BD-064-Black-44,0,1,1
Arino_PS-001-Black-40,0,1,1
Assetboys_MD-1332-6-7Y,0,1,1
Assetmen_MD-069-C-BLUE-32,0,1,1
Atalian _1387.1-Brown-42,0,1,1
Atalian _BK17.02-Black-44,0,1,1
Atalian _BK17.50-Black-41,0,1,1
Atalian _DV206A-Black-41,0,1,1
Atalian _DV206A-Brown-41,0,1,1
Atalian _Ex64-Black-44,0,1,1
Atalian _Ex64-Brown-40,0,1,1
Atalian _Pesh51-Black-9,0,1,1
Atlas_AT-1500-180W,0,1,1
Audionic_ B-770,1,2,1
Audionic_6-954217-510248,0,1,1
Audionic_AD-7500-Black,0,1,1
Audionic_Mehfil MH-150,0,1,1
Audionic_REX-5-T-50,0,1,1
B-power_8281076-42,0,1,1
BBS_M002,0,1,1
BBS_M007,1,2,1
BB_Black Artificial Leather Lounger,0,1,1
BB_Red & Black Football Design Beanbag,0,1,1
BE_AUTO COOL,0,1,1
BE_BRAUN SILK-EPIL 1-81,0,1,1
BE_REMINGTON - S0999-86,0,1,1
BE_nikai 7in1 - model 580-80,0,1,1
BHA_K.E-14000,0,1,1
BHA_K.E-7500+,0,1,1
BO_66106,0,1,1
BO_Pack of 6 - Non-Stick Cooking Utensils - Black,0,1,1
BO_playblocks-CR-20,0,1,1
BO_rack-c-6x3,0,1,1
BO_rack-e-5x3,0,1,1
BO_wardrob-A-5x3,0,1,1
BP_BS29884-32,0,1,1
BP_FA00571,0,1,1
BP_FA04112,0,1,1
BP_FA04114,0,1,1
BP_FA23344,0,1,1
BP_FA31587,0,1,1
BP_FA35468,0,1,1
BP_GA33224-2-3 Years,0,1,1
BP_GA35029-9-10 Years,0,1,1
BP_GS36200-22,0,1,1
BP_PS00296,0,1,1
BP_PS00398,0,1,1
BP_PS00398-Transportation,0,1,1
BP_PS03913,0,1,1
BP_PS03940-Pink,0,1,1
BP_PS17548,0,1,1
BP_PS25067,0,1,1
BP_PS26932-Green,0,1,1
BP_PS31338,0,1,1
BP_SP06388,0,1,1
BP_TO27616,0,1,1
BP_TO35624,0,1,1
BP_TO35628,0,1,1
BParcel_DIGITAL to ANALOG-BLACK,0,1,1
BParcel_MXV 1+8G-BLACK,0,1,1
BParcel_Q7 2G+8G-BLACK,0,1,1
BParcel_Q7S WITH Webcam 2G+8G-BLACK,0,1,1
BParcel_TOUCHPAD S1-BLACK,0,1,1
Baklawa_Anjeer Pak-1Kg,0,1,1
Baklawa_Asabea Cashew-1Kg,0,1,1
Baklawa_Asawar Almond-1Kg,0,1,1
Baklawa_Ashe Bul Bul Chocolate -1Kg,0,1,1
Baklawa_Baklava Sugar Free-1Kg,0,1,1
Baklawa_Khajoor Pak-1Kg,0,1,1
Baklawa_Plain Hareesa-1Kg,0,1,1
Base_1607,0,1,1
Base_26842,0,1,1
Base_4350,0,1,1
Bata_8386001-44,0,1,1
Bata_8811271-White-42,0,1,1
Bata_8816275-Black-40,0,1,1
Bata_Bfirst-2891015-28-10,0,1,1
Bata_Bfirst-3511015-28-10,0,1,1
Bata_Power-8386002-44-10,0,1,1
Bata_Power-8386003-42-8,0,1,1
Bellona_BDC7,0,1,1
Blooming_Round Neck Tees-8 to 9 Years,0,1,1
Bparcel_8460P,0,1,1
Bparcel_BPS35,0,1,1
Bparcel_N4050-9CELL,0,1,1
Brumano_0-31-0000-173-2-Blue-XL,0,1,1
Butt_Pista-Multani-Halwa,0,1,1
CITYN_White Shirt with Full Sleeves-13 - 14 yrs - Size M,0,1,1
CITY_White Shirt Half Sleeves Prep to X-5 - 6.5 yrs - Size 22,0,1,1
CL168_R&I_Generator 5KVG,0,1,1
CL98_gree_12CZ8,0,1,1
CLICK ON_CK3245,0,1,1
CUR_CUD-32,0,1,1
CUR_CUD-69,0,1,1
Campingaz_205584,0,1,1
Castillo_408-CRWBlue-L,0,1,1
Castillo_CK-745-Green-42,0,1,1
ChannelSpeakerSystem_HT31 2.1,0,1,1
Charizma_CS-11-Parrot Green,0,1,1
Charizma_CV-14,0,1,1
Charizma_CV-17,0,1,1
Charizma_DG35,0,1,1
Charizma_DG36,0,1,1
Charizma_DG40,0,1,1
Charizma_SR 36,0,1,1
Closet_CL5-M,0,1,1
Corio_C-101348 - BROWN-45,0,1,1
Ctees_CK-HP5-M,0,1,1
Ctees_CK-SUP-L,0,1,1
Ctees_CK-SUP-M,0,1,1
DR_DRPC001A-11,0,1,1
Dany51234689524378912346,0,1,1
Dany_Masti-8 ,0,1,1
Dawlance_9144-MDS,0,1,1
Dawlance_9166WB - MDS,0,1,1
Dawlance_DW-131 HP,0,1,1
Dawlance_Inspire-Plus-Inverter-15-Champagne,0,1,1
Dawlance_Inspire-Plus-Inverter-30-brown,0,1,1
Dell_Inspiron-15-5567-ci5,0,1,1
Delsey_223955600,0,1,1
Delsey_24083008,0,1,1
Delsey_384182100,0,1,1
Delsey_8903338054375,0,1,1
Delsey_8903338058489,0,1,1
Delsey_94526111,0,1,1
Dermalogica_666151001909,0,1,1
ES_G-23-Mustard-47,0,1,1
ES_P-9-Black-42,0,1,1
Eaget_Silver 16GB OTG USB,0,1,1
Eco Star_43U558,0,1,1
Edenrobe_BTKS-17-3432-4-5 Years,0,1,1
Edge-wc_ED-WC-011,0,1,1
Edukaan_201540,0,1,1
Egala_EGA-12CTS-M-M,0,1,1
Eglo_3890,0,1,1
Enviro_ENR-25XDG2,0,1,1
Epson_L1300,0,1,1
FHM_BOXTER1,1,2,1
FHM_DREAMER,0,1,1
FHM_HIGH POINT TABLE SET,0,1,1
FT_FT-BT-G-01-30,0,1,1
Fantastic_FT-1115,0,1,1
Fantastic_FT-1117,0,1,1
Fantastic_FT-27,0,1,1
Fantastic_FT-41,0,1,1
Fidato Ankle High Boot 309-872-40,0,1,1
Fidato_549-872-B-40,0,1,1
Fpakistan_FP045,0,1,1
GA_AJRAK T-200 - 114664,0,1,1
GA_AS-03-136185,0,1,1
GA_CL-221-A-136077,0,1,1
GA_CL-244 A-136021,0,1,1
GA_CT-204-136125,0,1,1
GA_CT-211-136128,0,1,1
GA_CT-213-138180,0,1,1
GA_CT-225-136161,0,1,1
GA_Charcoal T-150 - 133584,0,1,1
GA_Dewberry T-200 - 133696,0,1,1
GA_ECLIPSE T-300 - 122758,0,1,1
GA_ELAN T-300 - 114737,0,1,1
GA_FE-42-141217,0,1,1
GA_FE-50-141225,0,1,1
GA_FE-58-141233,0,1,1
GA_FE-67-141242,0,1,1
GA_FE-68-141243,0,1,1
GA_GT-03-141175,0,1,1
GA_KP-1284 - 141708-M,0,1,1
GA_PM-132-136186,0,1,1
GA_PM-155-136193,0,1,1
GA_PM-157-136194,0,1,1
GA_PM-165-136201,0,1,1
GA_PM-167-136202,0,1,1
GA_PM-170-136205,0,1,1
GA_PM-171-136206,0,1,1
GA_PM-172-136207,0,1,1
GA_PM-201-137348,0,1,1
GA_Persian Red T-200 - 133785,0,1,1
GA_REGAL EMPEROR T-300 - 106010,0,1,1
GA_SARANG T-200 - 114654,0,1,1
GA_SL-260-136112,0,1,1
GA_SS-126-136163,0,1,1
GBHII_GM191-Brown-Brown-8,0,1,1
GBHII_GM6-Brown-Brown-8,0,1,1
GBHII_GS545-Black-8,0,1,1
GBHII_GS820-Black-Black-7,0,1,1
GBHII_GS9-MUSTARD-MUSTARD-8,0,1,1
GBHII_GS9-MUSTARD-MUSTARD-9,0,1,1
GCU_EasyMate,0,1,1
GC_GCS046,0,1,1
GC_GCS058,0,1,1
GFC_Ceiling Awami,0,1,1
GFC_Ceiling Nabeel,0,1,1
GFC_Pedestal Myga Cross Base (Special Guard,0,1,1
GFE_16_FullHDcarDVR,0,1,1
GL_1055,0,1,1
GMZV_1005,0,1,1
GMZV_FIFA 17 XBOX ONE,0,1,1
GMZV_PS4 VR Headset Bundle,0,1,1
GMZV_SONY-MICHAEL JACKSON-THE EXPERIENCE PS3,0,1,1
GMZV_Ubisoft Assassin Creed Syndicate - PS4,0,1,1
GMZV_Xbox One PAL-500GB - Black,0,1,1
GO-Girl_694010,0,1,1
GO-Girl_694810,0,1,1
GSW_PG-9025-Bluetooth,0,1,1
Geepas_GH8626,0,1,1
Geepas_GHB1661,0,1,1
Geepas_GMO1885,0,1,1
Geepas_GTR6229,0,1,1
Genius_DX-6810-red,0,1,1
Genius_DX-7010-Red,0,1,1
Genius_Imperator-Pro-Black,0,1,1
Gloria_1607,0,1,1
Gmart_Forerunner735XT 3,0,1,1
Gshop_D32,0,1,1
Gshop_D35,0,1,1
Gshop_D38,0,1,1
HAIER_HSU-18HNH,0,1,1
HAS_1022,0,1,1
HAS_1023,0,1,1
HAS_1030,0,1,1
HAS_2004,0,1,1
HAS_EasyCap USB ,0,1,1
HAS_Remax-WA-S06,0,1,1
HBW_1513072,0,1,1
HOS-M_CKOSM100,0,1,1
HOS-m_AZZLEGM100,0,1,1
HOS-m_CDHM100,0,1,1
HOS-m_CKI2UM100,0,1,1
HOS-m_RLSAFM125,0,1,1
HOS-m_VEREFM100,0,1,1
HOS_BVLOAW65,0,1,1
HOS_CDDJW100,0,1,1
HOS_CNN5W100,0,1,1
HOS_DNGPF100,0,1,1
HP_15AY-15-Ay105NE-ci5,0,1,1
HP_15AY-15-Ay189NIA-ci5,0,1,1
HP_Core-i5-6200U,0,1,1
HP_HD-Corei5-6200U2-3GHz-1TB-HDD,0,1,1
HP_Laser Color 252n,0,1,1
HP_MFP-M227fdw,0,1,1
HP_Monitor-V193,0,1,1
HP_Officejet 7612 A3 (4-in-1,0,1,1
HP_PRINTER-LJ-M102AW,0,1,1
HP_Printer-2130,0,1,1
HP_i3-7100U,0,1,1
Haier_1.5 Ton Split Air Conditioner - HSU-18LKE,0,1,1
Haier_HSU-24-HNH,0,1,1
Haier_HWM 100 AS/BS,0,1,1
Head_811075-L,0,1,1
Herbo Natural_30,0,1,1
Herbo Natural_5,0,1,1
Herbo Natural_6,0,1,1
Homage_Cream White Water Dispenser with Refrigerator Cabinet - H,0,1,1
Homeage_HWM-920,0,1,1
Horsie_HK 305,0,1,1
Horsie_HK 310,0,1,1
IKEA_221916,0,1,1
IKEA_315284,0,1,1
IKEA_40103751,0,1,1
IKEA_70272059,0,1,1
IKEA_90282180,0,1,1
IMAC 21.5-INCH 2.7GHZ QUAD CORE i5,0,1,1
ISN_Concentrated-Chocolate,0,1,1
ISN_Concentrated-Vanilla-2lbs,0,1,1
Iamofficial_ IAM-NB218,0,1,1
Iamofficial_IAM-0091,0,1,1
Ifitness_Ab-King-pros,0,1,1
Ifitness_Golden-Star,0,1,1
Ifitness_JS9.4A,0,1,1
Ifitness_Mini-Bike,0,1,1
Ifitness_RT112,0,1,1
J&J_JJ-029,0,1,1
J&J_JJCN-023,0,1,1
JBS_CRY-024,0,1,1
JBS_OXO-081,0,1,1
JBS_SZ-049,0,1,1
JBS_TAT-019,0,1,1
JBS_TAT-121,0,1,1
JBS_TAT-126,0,1,1
JBS_TAT-194,0,1,1
JBS_TAT-224,0,1,1
JBS_TAT-225,0,1,1
JBS_WEN-034,0,1,1
JBS_WEN-117,0,1,1
JBS_WEN-123,0,1,1
JBS_WEN-194,0,1,1
JBS_hcd-HON-018,0,1,1
JT_W-11,0,1,1
JT_W-27,0,1,1
JT_W-28,0,1,1
Jaza_Premium5kg+FOC,0,1,1
Julbo_ J370122,0,1,1
KC_88 brown-M,0,1,1
KI_2185AKBC,0,1,1
KI_bedsheet-2001blgbs,0,1,1
Kansai_Auto Acrylic Clear Gloss,0,1,1
Kansai_Auto_Camouflag_Olive,0,1,1
Kansai_Cleaner_Dry PTEF,0,1,1
Kansai_High Heat Auto _ Aluminium,0,1,1
Kansai_RockGuard,0,1,1
Kashmina_KSH-WO-NC1-JD-P1,0,1,1
Kenwood_1.5 Ton White ESense Split Air Conditioner - HSU-18LKE,0,1,1
Kenwood_KDC-1214,0,1,1
Kenwood_KDC-1814,0,1,1
Kenwood_KDC-2413,0,1,1
Kenwood_KEE-240-F,0,1,1
Kenwood_KLV-1815,0,1,1
Kenwood_White Semi Automatic Washing Machine - KWM-1014,0,1,1
KureshiC_046-kemei,0,1,1
KureshiC_083-kemi,0,1,1
KureshiC_230-bat,0,1,1
LC_3349668508587,0,1,1
LC_8002135125995,0,1,1
LC_8411061602522,0,1,1
LM_BS1052-6-7 Years,0,1,1
LM_BST356-6-9 M,0,1,1
LS_8429671350559,0,1,1
Lacie_LAC9000633-4TB,0,1,1
Lacie_STEX6000300-6TB,0,1,1
Laitalio_Black Bruno Footmark-42,0,1,1
Laitalio_Tan Edward Footmark-44,0,1,1
LenovoB5180-i7,0,1,1
Lenovo_80QB005UUE,0,1,1
Lenovo_Lenovo Topload,0,1,1
Lenovo_YOGA 500-I5,0,1,1
Lenovo_v310-310-ci3,0,1,1
Lenovo_v310-310-ci5,0,1,1
Liberty_9780007436187,0,1,1
Liberty_9788174368942,0,1,1
Life source_FINGER PULSE OXIMETER,0,1,1
Life source_LS-5001,2,3,1
Logitech_Logitech Ipad Air Keyboard Cover Connector-white,0,1,1
Logitech_LogitechK400Plus,0,1,1
Loreal_Revitalift Laser X3 Serum - 30 ml,0,1,1
MACBOOK PRO 13-INCH 2.5GHZ 8GBDDR3L,2,3,1
MACBOOK PRO 15-INCH 2.2GHZ QuadCore i7,6,7,1
MEGUIAR_G14512,0,1,1
MEGUIAR_G18211,2,3,1
MEGUIAR_G3200,0,1,1
MEGUIAR_G36516,0,1,1
MEGUIAR_G6207,0,1,1
MEGUIAR_X1025EU,0,1,1
MEGUIAR_X2020EU,0,1,1
MMS_GS 808,0,1,1
MOA_Dark Grey Uniform Belt Pants-Size L 42 - W 32,0,1,1
MORG_GCS 12,0,1,1
MORG_GCS 17,0,1,1
MORG_GCS 41,0,1,1
MS_BRA00611-32A,0,1,1
Mannan_Leather_tie_clip,0,1,1
Mannan_leather_file_book,0,1,1
Mausummery_0001555-SUT-AQU,0,1,1
Monocruiser_BL-118AR - Green,0,1,1
Monocruiser_BL-318C Bike,0,1,1
Monocruiser_CLB Z676 AR Audi,0,1,1
Monocruiser_JY D03,0,1,1
MoosaE_CT002,0,1,1
Motifz_1668-CHOCLATE,0,1,1
MotoZ-White-Fine Gold,0,1,1
MotoZPlay -Black,0,1,1
MotoZPlay-White ,0,1,1
Moulinex _A320,0,1,1
Mtech_Combo-of-1-MXQ-Pro,0,1,1
Nurai-MD-1818-3-4 yrs,0,1,1
OKM_EL-150 Lambs Pullover-BROWN-40,0,1,1
OKM_F-32 Lambs Coat-VISO-38,0,1,1
OKM_GL-195 LAMBS S/L-BLUE-42,0,1,1
Omega_Omega_9Pcs Non-Stick Cookware Set,1,2,1
Omron_HBF-508-E,0,1,1
Omron_HEM-7131-E,0,1,1
Omron_HN-289-E,0,1,1
Orient_32inchL6982,0,1,1
Orient_50G6520,0,1,1
P&P_9695420176,0,1,1
P&P_MPEUIJ78985,0,1,1
PBG_D-1033,0,1,1
PBG_D-1041,0,1,1
PBG_D-1415,0,1,1
PGC_White and Blue Pin Striped Girls-13 - 14 yrs - Size 38,0,1,1
PMA_9789810191412,0,1,1
PNG_Pampers_10003447-Hazir,0,1,1
PNG_Pampers_10003450-Hazir,0,1,1
Panasonic_Black-32-Inches-LED,0,1,1
Paramount_9694941660,0,1,1
Paramount_9780857200747,0,1,1
Paramount_9781107614505,0,1,1
Paramount_9781444112672,0,1,1
Paramount_9781444112696,0,1,1
Paramount_9781444146509,0,1,1
Paramount_9789694945460,0,1,1
Paramount_9789694945798,0,1,1
Paramount_9789694947679,0,1,1
Paramount_9789694948720,0,1,1
Paramount_9789694949963,0,1,1
Paramount_9789696370178,0,1,1
Paramount_9789696370420,0,1,1
Paramount_9789696370758,0,1,1
Paramount_9789696371168,0,1,1
Paramount_9789696371182,1,2,1
Paramount_9789696371342,0,1,1
Paramount_9789696371410,0,1,1
Paramount_9789696371588,0,1,1
Paramount_9789814147934,0,1,1
Paramount_9789814237642,0,1,1
Paramount_9814070246,0,1,1
Payer_Payer-Shaver,0,1,1
Planet X_stinnos_776,0,1,1
PlanetX_AG-9001,0,1,1
PlanetX_AG-9050,0,1,1
PlanetX_PO-9043,0,1,1
PlanetX_PX-9020,0,1,1
PlanetX_PX-9047,0,1,1
PlanetX_PX-9079,0,1,1
PlanetX_PX-9093,0,1,1
PlanetX_PX-9126,0,1,1
PlanetX_PX-9145,0,1,1
