sku_name,sales_2021,sales_2022,sales_difference
Bparcel_45W-SAFE1,1,0,-1
Braun_Citrus Juicer MPZ9 ,1,0,-1
Braun_Hair Straightener ES-1 ,1,0,-1
CBS_9780071701723,1,0,-1
CITY_Pant Belt,1,0,-1
CITY_White Shirt Full Sleeves Prep to X-12 - 13 yrs  - Size S,1,0,-1
CITY_White Shirt Full Sleeves Prep to X-6.5 - 8 yrs - Size 24,1,0,-1
CI_B- 004,1,0,-1
CUR_CUD-35,1,0,-1
Carson_CB-02-001-43-9,1,0,-1
Carson_CB-02-002-43-9,1,0,-1
Casio_EFR-546L-2AVUDF,1,0,-1
Castillo_CD-746-Camel-40,1,0,-1
Castillo_CDT-748-Black-42,1,0,-1
Castillo_CGR-02-Natural C,1,0,-1
Castillo_CPL-741-Black With Burgundy Shade-42,1,0,-1
Castillo_CR-01-Natural D,1,0,-1
Castillo_CW-754-Dark Brown Suede-42,1,0,-1
Changhong Ruba 50 Inches D2100 LED TV,1,0,-1
Changhong Ruba 55 Inches UD55D6000i Ultra HD TV_clear-CS,1,0,-1
Cherrys_SK-542-L,1,0,-1
Cherrys_SK-628-M,1,0,-1
Cosmo_Wen Lavender,1,0,-1
Ctees_BH-K-CUP-L,1,0,-1
Ctees_BH-K-CUP-M,1,0,-1
Ctees_BH-K-HPR-L,1,0,-1
Culzado_CZM-260-42,1,0,-1
Dany_Masti-12,1,0,-1
Dawlance 9144 WB GD HZONE PLUS ,1,0,-1
Dawlance 91996 HZ H-Zone Plus 18 cu ft Refrigerator,1,0,-1
Dawlance Split A/C LVS 30 Red 18000BTU LW,1,0,-1
Dawlance_Inverter-45 2.0 ton,1,0,-1
Dawlance_bundle_DWEK-8229_clear,1,0,-1
Dynasty_Dynasty Spark-French Blue,1,0,-1
Dynasty_Dynasty Spark-Peach,1,0,-1
Dynasty_Marvel By Dynasty-Rust,1,0,-1
Dynasty_Shan-e-Mughal (Latha,1,0,-1
Dynasty_York By Dynasty-Charcoal,1,0,-1
EP_1200 1 KVA,1,0,-1
Eco Star_24U521,1,0,-1
Eco Star_40U561,1,0,-1
Edifier_Head phone K680,1,0,-1
Edukaan_200551,1,0,-1
Eglo_88816,1,0,-1
Ego_E02406-BK0-Black-MDM,1,0,-1
Ego_E02436-BK0-Black-LRG,1,0,-1
Electrolux_SEA2499,1,0,-1
Elite_Self Balancing Electric Scooter,1,0,-1
Elite_Self Balancing Electric Scooter ,1,0,-1
Elite_Self Balancing Electric Scooter-Black,1,0,-1
Emo_CS-25993-42,1,0,-1
Emotions_Emo-BS-13843,1,0,-1
Emotions_Emo-CS-13977,1,0,-1
Entertainer Asia_Vouch 365-2017 Mobile App Lahore,2,1,-1
FHM_Bloomy -SOFA SET,1,0,-1
FHM_LUCID COMFORT1,1,0,-1
FHM_TWIRL1,1,0,-1
FISH_CA025,1,0,-1
FL_FL-05P,1,0,-1
Fidato Ankle High Boot 309-872-41,1,0,-1
Fidato Ankle High Boot 309-872-45,1,0,-1
Fidato_537-904-W-40,1,0,-1
Fidato_537-904-W-45,1,0,-1
Fidato_537-904-W-brown-41,1,0,-1
Fmate_Chicken Achari (Boneless,1,0,-1
Fmate_Chicken Haleem,1,0,-1
Fmate_Chicken Kabab Fry,1,0,-1
Fmate_Chicken Tandoori Boti,1,0,-1
Fmate_Coconut Halwa,1,0,-1
Fmate_Daal Maash,1,0,-1
Fmate_Sarson Ka Saag,1,0,-1
Fmate_Shahi Qorma (Boneless,1,0,-1
Fmate_Shish Taouk Dry Marinade,1,0,-1
Fmate_Steak Dry Marinade,1,0,-1
Fpakistan_FP029,1,0,-1
GFC_Ceiling V.I.P,1,0,-1
GMZV_DualShock 4 Wireless Controller for PlayStation 4 - Jet Bla,1,0,-1
GMZV_Microsoft GTA V - Xbox One,1,0,-1
GMZV_WWE 2K17-XboX one,1,0,-1
GS_BH025-18-24 M,1,0,-1
GS_BH025-6-7 Years,1,0,-1
GS_BH030-13-14 Years,1,0,-1
GS_R041-12-18 M,1,0,-1
Getiit_Fun,1,0,-1
Getiit_J 101,1,0,-1
Getit_Joy,1,0,-1
Gloria_1072A,1,0,-1
Gloria_1602,1,0,-1
Gmart_Fenix 3 HR 1,2,1,-1
Gmart_Touch Operated Smart Sport Bracelet 1,1,0,-1
Gmart_Vivosmart HR+ 1,1,0,-1
HH-arabis_0120-JC-80_Black-52,1,0,-1
HH-arabis_0120-JC-82_Black-58,1,0,-1
HNB_8,1,0,-1
HOS-M_CKOREM100,1,0,-1
HOS-W_VERYDW90,1,0,-1
HOS-m_CKETM100,1,0,-1
HOS-m_CNBDCMP100,2,1,-1
HOS-m_CPDOMM80,1,0,-1
HOS-m_DUNREDM100,1,0,-1
HOS-m_GAADGEM180,1,0,-1
HOS-m_GACM75,1,0,-1
HOS-m_HRMTDHM75,1,0,-1
HOS-m_IMLDM75,1,0,-1
HOS-m_KCBM100,1,0,-1
HOS-m_MBEM100,1,0,-1
HOS-m_PR1MM100,1,0,-1
HOS-m_VERPHM100,1,0,-1
HOS-m_bvlaphm100,1,0,-1
HOS_BBYLW100,1,0,-1
HOS_CH212W100,1,0,-1
HOS_DVFCWW100,1,0,-1
HOS_EARSW100,1,0,-1
HOS_ELWMW100,1,0,-1
HOS_GUCENVW100,1,0,-1
HOS_HBFW75,1,0,-1
HOS_JLSW100,1,0,-1
HOS_YSLEW90,1,0,-1
HP_ 15-AB204TU ,1,0,-1
HP_AB201TUN8L18PA,1,0,-1
HP_CP 551dn,1,0,-1
HP_Laser 402dn Black,1,0,-1
Haier_HRF-342,1,0,-1
Haier_HRF-380,1,0,-1
Haier_HRF-382,1,0,-1
Haier_HSU-18LK-E10BL-White,1,0,-1
Haier_HSU-24LKE,1,0,-1
Hawks_A1-Brown_44,1,0,-1
Head_811576-M,1,0,-1
Homage_HEX-1004,1,0,-1
Honda_Bike CD 70 - Black,1,0,-1
Huawei G8 Gold LW,1,0,-1
Huawei_P9 OC,1,0,-1
IKEA_10323349,1,0,-1
INFIINIX_HOT S X521,1,0,-1
IRIScan_IRISCan Anywhere 2,1,0,-1
ISNs 100% Whey Protein Chocolate,1,0,-1
Iamofficial_IAM-0013,1,0,-1
Iamofficial_IAM-0102,1,0,-1
Infinix Hot Note X551-1GB-Gold-Nationwide Delivery,1,0,-1
J&J_JJ-024,1,0,-1
J&J_JJCC-002DB,1,0,-1
J&J_JJCC-024,1,0,-1
J&J_JJCC-026,1,0,-1
J&J_JJCC-029,1,0,-1
J&J_JJFP-016,1,0,-1
J&J_JJNR19,1,0,-1
J&J_JJNR5,1,0,-1
J&J_JJPS-007XL,1,0,-1
J&J_JJQS-003S,1,0,-1
J&J_JJQS-004S,1,0,-1
JBS_CRY-046,1,0,-1
JBS_EUR-153,1,0,-1
JBS_IFAM-025,1,0,-1
JBS_OMA-224,1,0,-1
JBS_SZ-042,1,0,-1
JBS_TAT-128,1,0,-1
JBS_TAT-134,1,0,-1
JBS_TAT-212,1,0,-1
JBS_WEN-012,1,0,-1
JBS_WEN-015,1,0,-1
JBS_WEN-035,1,0,-1
JBS_WEN-043,1,0,-1
JBS_lrd-001,1,0,-1
Julbo_ J4002014,1,0,-1
Julbo_ J4512014,1,0,-1
KI_bedsheet-2050mkmmbs,1,0,-1
KI_bedsheet-2052mkmsbwbs,1,0,-1
Kenwood_1.5 Ton Air Conditioner - HSU-18LKE,1,0,-1
Kenwood_KENWOOD DC INVERTER 5 STAR 1.5 Ton,1,0,-1
Khouzh_KCS-03-10 to 12 M,1,0,-1
Kmade_Kitchen Made 05,1,0,-1
LC_3349668532902,1,0,-1
LC_3595471021182,1,0,-1
LC_7640111505631,1,0,-1
Laitalio_Black Harlow Footmark-43,1,0,-1
Laitalio_Cog-Tan-41-7,1,0,-1
Liberty_9780007256068,1,0,-1
Liberty_9780099549482,1,0,-1
Liberty_9780670088461,1,0,-1
Liberty_9781863966191,1,0,-1
Life source_GS300,3,2,-1
Life source_LS-3002 DBS,1,0,-1
Life source_LS-9001,2,1,-1
Loomes_LK-029 Turquoise blue-S,1,0,-1
"Loreal_Revitalift Laser X3 Integeral Care Day, Anti Wrinkle & An",1,0,-1
Lunar Aqua,1,0,-1
Lunar Boom Bt,1,0,-1
Lunar Kb Expert Usb,1,0,-1
Lunarl-500,1,0,-1
M&M_Deal 1,1,0,-1
MEGUIAR_A2116,1,0,-1
MEGUIAR_G10307,1,0,-1
MEGUIAR_G12718,1,0,-1
MEGUIAR_G13115,1,0,-1
MEGUIAR_G17748,1,0,-1
MEGUIAR_G4116,1,0,-1
MEGUIAR_G6107EU,1,0,-1
MEGUIAR_G7016,1,0,-1
MEGUIAR_G7164,1,0,-1
MEGUIAR_M0716,1,0,-1
MHS_Flannel Check-Red-Bed Sheet - [Size] Double,1,0,-1
MHS_Metallic Cuff White-Bed Sheet - [Size] Double,1,0,-1
MHS_Pleat Boarder -Bed Sheet - [Size] King,1,0,-1
MORG_GCS 04,1,0,-1
MORG_GCS 26,2,1,-1
MORG_GCS 28,1,0,-1
MORG_GCS 37,2,1,-1
Mitsubishi_MSZ-HJ71VA,1,0,-1
Mono Cruiser _Jazzy Two Premium,1,0,-1
NESTLE_Dolce&Coffee_Flavors,1,0,-1
NYX_Beauty Kit,1,0,-1
Naushemian_#0022-S,1,0,-1
Naushemian_#0027-Blue-L,1,0,-1
Naushemian_#0028-Offwhite-L,1,0,-1
Naushemian_#0030-Light Red-L,1,0,-1
Naushemian_#0031-Orange -L,1,0,-1
Naushemian_#0031-Orange -M,1,0,-1
Needles_FBD-4108,1,0,-1
Nurai_MD-838 -12Y,1,0,-1
Nuraiwomen_MD-817 -12(L,1,0,-1
On Call EZ-II Meter+50 Strips Combo Deal,1,0,-1
Oxford_9780195978933,1,0,-1
P&P_365IKJ278967,1,0,-1
PBG_D-1039,1,0,-1
PHILIPS_HAIR TRIMMER QC 5130/15,1,0,-1
PHILIPS_HP8105_29,1,0,-1
PMA_9789810117269,1,0,-1
PNG_Always_10000153-Karachi,1,0,-1
PNG_Always_10000778-Lahore,1,0,-1
PNG_Pampers_10003594-Lahore,1,0,-1
PNG_Pampers_10003596-Karachi,1,0,-1
Paramount_9694944180,1,0,-1
Paramount_9780141038247,1,0,-1
Paramount_9780521186049,1,0,-1
Paramount_9780600617433,1,0,-1
Paramount_9781107673397,1,0,-1
Paramount_9781107677364,1,0,-1
Paramount_9781107697690,1,0,-1
Paramount_9789694945804,1,0,-1
Paramount_9789694945828,1,0,-1
Paramount_9789694949277,1,0,-1
Paramount_9789694949451,1,0,-1
Paramount_9789694949697,1,0,-1
Paramount_9789694949703,1,0,-1
Paramount_9789812712844,1,0,-1
Paramount_9789812808127,1,0,-1
Paramount_99914786,1,0,-1
Paramount_hazir_9781910561324-Islamabad,1,0,-1
Philips_Bundle Offer AT890 HP 8110,1,0,-1
Philips_HP8117,1,0,-1
Phillips_HP8201,1,0,-1
Planet-T_PT007959,1,0,-1
Planet-T_PT026144,1,0,-1
PlanetX_PO-9005,1,0,-1
Prime_B666- BLACK-M,1,0,-1
Prime_H-9- BLACK-2XL,1,0,-1
Prime_LLTC-BLACK-S,1,0,-1
Prime_PINKI-BLACK-M,1,0,-1
Prime_PINKI-BLACK-XS,1,0,-1
Prime_T12-BLACK-M,1,0,-1
Prime_WBGH -M,1,0,-1
Progressive_9780340940105,1,0,-1
Progressive_9780857800008,1,0,-1
Progressive_9781472304100 ,1,0,-1
Progressive_9781474813860,1,0,-1
Progressive_9788131909027,1,0,-1
Progressive_9788131936412,1,0,-1
PucaM_COOPER-BLACK-42,1,0,-1
PucaM_COOPER-BLACK-43,1,0,-1
PucaM_FLYNET NAVY-42,1,0,-1
PucaM_Pagan -Grey -45,1,0,-1
Q&Q_DE02J502Y,1,0,-1
Q&Q_F298-204Y,1,0,-1
QMobile Noir Z10,1,0,-1
R&I_Generator 3.0KVA,1,0,-1
R&I_eIcon Series 12000BTU,1,0,-1
R&I_eInverter Series 12000BTU,1,0,-1
RAJESH_RAJ132,1,0,-1
RAJESH_RAJ170,1,0,-1
RAJESH_RAJ192,1,0,-1
RAJESH_RAJ193,1,0,-1
RAJESH_RAJ205,1,0,-1
RAJESH_RAJ230,1,0,-1
RMSON_AM0340B MW WH,1,0,-1
RMSON_TM0389 MW BK,1,0,-1
RMSON_TM1274 LW BK,1,0,-1
RMSON_TM4222F MW WH,1,0,-1
RMSON_TM4254R MW BK,1,0,-1
RMSON_TM8904 MC WH,1,0,-1
RS_Sohan Halwa 1000gm,4,3,-1
RS_Sohan Halwa Tin,35,34,-1
RUB_Dingling_RF-609 ,1,0,-1
RUB_Kemei_KM-27c,1,0,-1
Rai_Ra21-Pistachio Green-Medium,1,0,-1
Rajesh_Cricket Wickets with Spring,1,0,-1
Rajesh_Doremon Bubble Toy,1,0,-1
Rajesh_Multicolor Talk Back Parrot Toy,1,0,-1
Rajesh_RAJ005,1,0,-1
Rajesh_RAJ012,1,0,-1
Rajesh_RAJ014,1,0,-1
Rajesh_RAJ225,1,0,-1
Rajesh_RAJ52,1,0,-1
Rajesh_Y Pad English Learning Computer,1,0,-1
ReadersHeaven_9780330353823,1,0,-1
Ref_AMBASSADOR 1162 Tan-44,1,0,-1
Ref_Track 2049-Black -43,1,0,-1
Ref_Track 2063-Brown-41,1,0,-1
Relaxer_HND 01-Yellow,1,0,-1
Relaxer_LSP 02 A-Blue,1,0,-1
Relaxsit_RS-58,1,0,-1
Relaxsit_RS-59,1,0,-1
Relaxsit_RS-70,2,1,-1
Route_km256-L,1,0,-1
Rubian_Rubian Car Sun Visor Tissue Box - Green ,1,0,-1
SAB_SI-207-S,1,0,-1
SANASAFINAZ_DESIGN NO.14 A,1,0,-1
SCIFI_Amazing Spiderman_SC9812ACN,1,0,-1
SCIFI_Disney Beauty_SC4545PGP,1,0,-1
SCIFI_Disney Planes Scoop_SC2255PLS,1,0,-1
SCIFI_SC39815-SCI-Fi ,1,0,-1
SCIFI_Spider Man_SC4203SPD,1,0,-1
SCIFI_Spider Man_SC4540SPD,1,0,-1
SCIFI_True Honor _SC7820CKA,1,0,-1
SIR_DMS16,1,0,-1
SIR_WR450,1,0,-1
SNU_ op16l-155A,1,0,-1
SNU_ ze16e2 364004 ,1,0,-1
SNU_ME16E-2A,1,0,-1
SNU_ME16E-7A,2,1,-1
SNU_NS16E2-07,1,0,-1
ST-PETER-Light Grey Elastic Pant-8 - 9 yrs - Size 32,1,0,-1
STBB_A Textbook of Biology 1st year by Prof.Majid uz zaffar,2,1,-1
STBB_Selections from english verse 1st & 2nd Year by D.Y.MORGAN,1,0,-1
SUPER ASIA_GH 530-30 GLN CAPACITY,1,0,-1
SUPER ASIA_GH 555-55 GLN CAPACITY,3,2,-1
Saloni_VINCE6,1,0,-1
Samsung Galaxy Note 3 N9000,1,0,-1
Samsung Galaxy S6 Edge 32GB SM-G925F,1,0,-1
Samsung Galaxy S7 Edge,1,0,-1
Samsung_WA70H4000SW,1,0,-1
Sapphire_SS1150-SML-999-L,1,0,-1
Sapphire_US0410,1,0,-1
Sapphire_US0411,1,0,-1
Senorita_GAK-822-BGE-34,1,0,-1
Senorita_GAK-836-RED-40,1,0,-1
Senorita_KAK-739-SGN-22,1,0,-1
Senorita_KAS-736-LMN-32,1,0,-1
Senorita_KAS-741-RED-30,1,0,-1
Sigma_4544,1,0,-1
Sigma_55366,2,1,-1
Sigma_55367,1,0,-1
Singhar_NC-0012,1,0,-1
Sony_DZ 350,1,0,-1
Sony_PlayStation 4 1TB - Call of Duty Black Ops 3 Version Limite,1,0,-1
StPat_Grey Shirt Full Sleeve Morning and A-Level-15 yrs above - ,1,0,-1
StripyInterior_ Disney Cars,1,0,-1
TBG_AV-M-048-Ruby ,1,0,-1
TLC_TAC-18CHS/KEI 1.5 ton,2,1,-1
TTA_7005-6Y,1,0,-1
Telemall_BFCombo 4_Hot belt & Skipping rope,1,0,-1
Telemall_MM-DR-AF,1,0,-1
Telemall_MM-DR-MB,1,0,-1
Telemall_MM-DR-SOB,1,0,-1
Telemall_MM-PC-0009,1,0,-1
Timb-app_8318J-L,1,0,-1
Timb-mens_9062B -8.5,1,0,-1
Timex_TW000Q808,1,0,-1
Timex_TW000X602,1,0,-1
Tmall_ASA182,1,0,-1
Tmall_ASA216,1,0,-1
Tmall_ASA327,1,0,-1
Tmall_Depil_Silk,1,0,-1
Tmall_EM-TMX09,1,0,-1
Tmall_MM-DR-PAD,2,1,-1
Tmall_MM-H-20122,1,0,-1
Topline_Priciples of Commerce,1,0,-1
Topline_Understanding Times Tables,1,0,-1
Trans2_LW 11,1,0,-1
Trans2_LW 510,1,0,-1
Trans_LW 35-3-6 Month,1,0,-1
Trans_LW 509B ,1,0,-1
Trendz_TR-0020,1,0,-1
Tri-Angels_11014-2,1,0,-1
Tri-Angels_FR1742,1,0,-1
Triumph_T-Shirt Bra 87 P-Black-32B,1,0,-1
Triumph_T-Shirt Bra 92 P-Skin- 34B,1,0,-1
Truck Art Round metal tray,1,0,-1
Trzw_TPE-20-White,1,0,-1
Turk & Fillmore Board walk black-7,1,0,-1
Turk & Fillmore Lazaretto Black-42,1,0,-1
Turk & Fillmore Lazaretto Black-43,1,0,-1
Turk & Fillmore Lazaretto Tan-46-12,1,0,-1
Turk & Fillmore longisland ice tea-40,1,0,-1
Turk & Fillmore_Super Natural I-brown-45,1,0,-1
UC_orange-L,1,0,-1
UC_orange-XL,1,0,-1
UG_WP1,1,0,-1
UK_Namkino Mix Nimco 8 Pcs Gift Pack,1,0,-1
US-MSEW-5-4T,1,0,-1
US-USSG16-TOP-41-9-10Y,1,0,-1
USwinter_US-WGD-4-3T,1,0,-1
USwinter_US-WGO-5-5-6Y,1,0,-1
USwinter_US-WGT-1-9-10Y,1,0,-1
UnzeLondon_CS11223-35,1,0,-1
UnzeLondon_CS11224-30,1,0,-1
UnzeLondon_CS11224-32,1,0,-1
UnzeLondon_CS11266-2,1,0,-1
UnzeLondon_CS11300-11,1,0,-1
UnzeLondon_CS11302-7,1,0,-1
UnzeLondon_GS4353-11,1,0,-1
UnzeLondon_GS4354-8,1,0,-1
UnzeLondon_GS4666-9,1,0,-1
UnzeLondon_GS5346-6,1,0,-1
UnzeLondon_GS5348-10,1,0,-1
UnzeLondon_GS5348-9,1,0,-1
UnzeLondon_GS5401-11,1,0,-1
UnzeLondon_GS5419-10,1,0,-1
UnzeLondon_GS5682-11,1,0,-1
WB_T-75-M,1,0,-1
WT-70H3200-MG,1,0,-1
West Point_WF-2409GL,1,0,-1
West Point_Wf-6260,1,0,-1
Xenium_BM-2016186,1,0,-1
Xenium_PFF-2016140,1,0,-1
Xpert_XDW-60-1W,1,0,-1
Xpert_XGEO.70.1B,1,0,-1
Xpert_XRH-SB-90,1,0,-1
Z&A_ZEES-0045,1,0,-1
Z&A_ZEES-0128,1,0,-1
ZFMLL_AB Rocket Twister,1,0,-1
Zia_125K,1,0,-1
Zia_147A,1,0,-1
Zia_147P,3,2,-1
Zia_FQ8,1,0,-1
Zia_HS3,1,0,-1
Zia_TK13,1,0,-1
Zuk Z1-White-Karachi,1,0,-1
ag_nixor-Navy Blue Belt Pants for Class XI-XII-15 - 16 yrs-44 (2,1,0,-1
akl_A131133509_MS-10_Black,1,0,-1
akl_A131133519_MS-01_Beige,1,0,-1
akl_A132124674_GFSU1137-L,1,0,-1
akl_A132124674_GFSU1137-M,1,0,-1
akl_A132124689_GFSU1140-S,1,0,-1
alrafa_Amber-Dates-400g,1,0,-1
anex_AG 13,1,0,-1
ashbroe_ABLW-152(c,1,0,-1
asimjofaeanew_5A,1,0,-1
asimjofaeanew_5B,1,0,-1
audionic6-954217-566450,1,0,-1
audionic_6954217598734,1,0,-1
audionic_6954217689999,1,0,-1
audionic_6954217856834,1,0,-1
avent_SCF96822-IMS-global,1,0,-1
"aw_CN-1029-Heather Grey, Royal Blue, Red-M",1,0,-1
aw_Custom Shield Clear-14oz./413.7,1,0,-1
aw_ENGINE DEGREASER-15 oz.,1,0,-1
aw_Radiator Flush-300ml ,1,0,-1
aw_Ultra Shine Wash & Wax-64oz./1893ml ,2,1,-1
b&d_Food Processor & Factory F710,1,0,-1
b&d_Vacuum Cleaner VM1430,1,0,-1
babyw_$projector,1,0,-1
babyw_5710,1,0,-1
babyw_754,1,0,-1
babyw_9449,1,0,-1
babyw_BF-804B,1,0,-1
babyw_VT60813,1,0,-1
babyw_rompers$44,1,0,-1
barico_BS013-Large,1,0,-1
bata_bags_9056403-Black,1,0,-1
bata_wein-8838137-43-9,1,0,-1
bed&rest_Jeans 3D comforter Set,1,0,-1
bogo_2016,1,0,-1
braun_10000893_SE5680 BFS MEA ,1,0,-1
casio_BEM-506CD-1AVDF,1,0,-1
casio_GAC-110-1ADR,1,0,-1
casio_MTP-E303L-7AVDF,1,0,-1
casio_MTP-E305D-2AVDF,1,0,-1
casio_SHE-3803D-7AUDR,1,0,-1
casio_SHN-3013D-7ADR,1,0,-1
centrix_Scootify - Black Self Balancing Scooter,1,0,-1
centrix_Scootify - Blue  Self Balancing Scooter,1,0,-1
centrix_Scootify - Red Self Balancing Scooter,1,0,-1
cn_clc_ AS-1200,1,0,-1
cn_clc_ AS-120V-POR ASA HB,1,0,-1
cn_clc_ F718S BL,1,0,-1
col qadri_Sentinels In The Sky,1,0,-1
col_qadri_96989179647058,1,0,-1
coleman_205475,1,0,-1
contessa_CWC250,1,0,-1
corio_JC 01-40,1,0,-1
corio_JC 43-41,1,0,-1
corio_c101223-45,1,0,-1
cos_prfume_9,1,0,-1
cr_CASHEW NUT ROASTED-200 GM,4,3,-1
cr_WALNUT-500 GM,1,0,-1
culzado_TORRO-41,1,0,-1
dany_DB-140,1,0,-1
dawlance_91996 - H-ZONE PLUS Refrigerator with Dawlance MD-5 20L,1,0,-1
dawlance_91996-Cs,1,0,-1
dawlance_DW-9500,1,0,-1
dawlance_DW396HP,1,0,-1
dawlance_DW5200,1,0,-1
dawlance_DWF-1600A White,1,0,-1
dawlance_DWT-230A W,1,0,-1
dawlance_ES15 1.0 Ton AC,1,0,-1
dawlance_Inspire Plus 30 White,1,0,-1
dawlance_Inverter 30,1,0,-1
dawlance_LVS 30 18000BTU,1,0,-1
dawlance_MDS 9144,2,1,-1
dawlance_Microwave Oven MD-7 - 20 litres,1,0,-1
dawlance_Toscana30 INVERTER 1.5 Ton AC,1,0,-1
dawlance_VF-1035WB,1,0,-1
dawlance_VF-1035WB Silver,1,0,-1
dawlance_WM-5100 White,1,0,-1
duma_2055916556897,1,0,-1
dwf_Key Biscayne  SOB02-0014 Versus by Versace Watch,1,0,-1
dwm_City K2G271C3 Watch,1,0,-1
dwm_Masculine K2H27126 ,1,0,-1
dynasty_Kattan Full Suit-Blue,1,0,-1
dynasty_Snow Berry-Black,1,0,-1
dynasty_Snow Berry-White,1,0,-1
edifier_XM6-PF,1,0,-1
edukaan_200797,1,0,-1
edukaan_200957,1,0,-1
edukaan_201537,1,0,-1
edukaan_7013-A4 - 300 Pages,1,0,-1
edukaan_7040-A4 - 300 Pages,1,0,-1
edukaan_7067-A4 - 5 Subjects,1,0,-1
edukaan_7071-A4 - 6 Subjects,1,0,-1
edukaan_7083-A4 - 6 Subjects,1,0,-1
edukaan_7093-Medi - 200,1,0,-1
edukaan_7110-A4 - 300 Pages,1,0,-1
edukaan_7113-A4 - 6 Subjects,1,0,-1
emart_0-16,1,0,-1
emart_0-19,1,0,-1
emart_0-33,1,0,-1
emart_0-56,1,0,-1
emart_0-65,1,0,-1
emart_0-80,1,0,-1
emart_00-4,1,0,-1
emart_00-8,1,0,-1
emart_Nova Straightener + Curler ,1,0,-1
emo_Emo-VB-06 Navy Blue Blazer,1,0,-1
fitn_612524152129,1,0,-1
fitn_612524152136,1,0,-1
fitn_810390024742,1,0,-1
fitn_820103309769,1,0,-1
fitn_834266001606,2,1,-1
geha_ X 5 Paper Shredder,1,0,-1
greenroot_Diabetic Cure,3,2,-1
greenroot_Organic Honey (500 ml,1,0,-1
greenroot_Premature Grey Oil ,1,0,-1
haier_HSU-12LK-E8BL,1,0,-1
head_273074-UK 9,1,0,-1
head_273305-UK 10,1,0,-1
head_273305-UK 8,1,0,-1
hijabh_0121-C-752 (1,1,0,-1
hijabh_JILBAB-C (1,1,0,-1
himalayan_Horse Crystal Salt Lamp,1,0,-1
hol_D3,1,0,-1
how_DRAKE-44,1,0,-1
how_Zeppelin-41,1,0,-1
hyundai_HGS2500 ,1,0,-1
hyundai_HGS7250,1,0,-1
ihijab_CN017,1,0,-1
interwood_HA-D3314-40680,1,0,-1
interwood_HA-GBO111001-23598,1,0,-1
interwood_HA-R-COVINGTON-40010,1,0,-1
interwood_HF-01CHS-MG-39739,1,0,-1
interwood_HF-01CR1-HW-12021,1,0,-1
interwood_HF-01NOR-FW-39844,1,0,-1
interwood_HF-12CR-HW-11284,1,0,-1
interwood_HF-15LCRS-A-39655,1,0,-1
iphone_7-plus-32gb-wof-Gold,1,0,-1
itter_AB 1122,1,0,-1
itter_AB 1281,1,0,-1
itter_AB1241,1,0,-1
iu_Islamabad United Hoodie White-Islamabad,1,0,-1
jackpot_JP-13,1,0,-1
kansai_Cardinal Red,1,0,-1
kansai_Chalkboard Brush-On,1,0,-1
kansai_Frosted Glass,1,0,-1
kenwood_KEA1801,1,0,-1
lalqila_Chicken Karahi-550gm,1,0,-1
lamart_LMZ019,1,0,-1
lamp_Lamp Shade Umbrella 1 ,1,0,-1
ld_fruit-STRAWBERRY,1,0,-1
lenovo_20DF000QUE,1,0,-1
liberty_9780008100995,1,0,-1
liberty_9780062091581,1,0,-1
liberty_9780141037172,1,0,-1
liberty_9780199401932,1,0,-1
liberty_9780241955413,1,0,-1
liberty_9780349000084,1,0,-1
liberty_9780440867395,1,0,-1
liberty_9780446540759,1,0,-1
liberty_9780545549042,1,0,-1
liberty_9780719560057,1,0,-1
liberty_9780753828182,1,0,-1
liberty_9780857388384,1,0,-1
liberty_9780982423813,1,0,-1
liberty_9781409387060,1,0,-1
liberty_9781409507161,1,0,-1
liberty_9781445448015,1,0,-1
liberty_9781445448046,1,0,-1
liberty_9781450860482,1,0,-1
liberty_9781780975351,1,0,-1
liberty_9788129120946,1,0,-1
liberty_9788174367181,1,0,-1
liberty_9788184001716,1,0,-1
liberty_9789350290668,1,0,-1
liberty_9789351050100,1,0,-1
liberty_Navy Blue Pullover for Boys-16 yrs - above - Size 42,1,0,-1
lm_READERS DIGEST MONTHLY (ASIAN,2,1,-1
madela_CALMA,1,0,-1
majestic_Sage Green 15 Pieces Cookware,1,0,-1
mau_115173,1,0,-1
mitsubhisi_1.0 Ton - SRK-13CMK,1,0,-1
mm_AG-2032,1,0,-1
mm_AG-2098,1,0,-1
mm_AG-9031,1,0,-1
mm_Samsung Galaxy Note Edge N915,1,0,-1
naushemian_#0037-M,1,0,-1
nutrifactor_NF0025,5,4,-1
nutrifactor_NF003,1,0,-1
nutrifactor_NF0031,1,0,-1
orbit_Light Purple Sofia the First -4-6 yrs,1,0,-1
orient_32Inches-G6530-HDLEDTV,1,0,-1
orient_OM-30ARW,1,0,-1
oxford_9780195477115,1,0,-1
oxford_9780195793406,1,0,-1
oxford_9780199068524,1,0,-1
oxford_9780199401871,1,0,-1
pakistan_Pakistan Car Flag,1,0,-1
phub_Allure Homme Sport  by Chanel 100ml  EDT ,1,0,-1
phub_Armani 100ml  EDT ,1,0,-1
phub_Boss Bottled Night ,1,0,-1
phub_Desire Blue  by Dunhill 100ml  EDT ,1,0,-1
phub_Fahrenheit ,1,0,-1
phub_Hope  by Rasasi 75ml  EDP,1,0,-1
phub_Joop Homme Extreme 125ml  EDT ,1,0,-1
phub_L eau D issey  by Issey Miyake 100ml EDT,1,0,-1
phub_Legend Spirit by Mont Blanc 100ml  EDT,1,0,-1
